SKU,Branch,Month,Price,Category,Units,Unit_Cost
Tire_01,Houston,Apr,183.94,Tire,29,136
Tire_01,Houston,May,177.19,Tire,26,136
Tire_01,Houston,Jun,191.44,Tire,29,136
Tire_01,Houston,Jul,194.03,Tire,27,136
Tire_01,Houston,Aug,176.99,Tire,31,136
Tire_01,Houston,Sep,180.34,Tire,32,136
Tire_01,Houston,Oct,194.39,Tire,30,136
Tire_01,Houston,Nov,181.36,Tire,27,136
Tire_01,Houston,Dec,186.89,Tire,28,136
Tire_01,Phoenix,Jan,179.54,Tire,26,136
Tire_01,Phoenix,Feb,189.88,Tire,24,136
Tire_01,Phoenix,Mar,195.01,Tire,22,136
Tire_01,Phoenix,Apr,198.49,Tire,24,136
Tire_01,Phoenix,May,197.96,Tire,23,136
Tire_01,Phoenix,Jun,192.4,Tire,29,136
Tire_01,Phoenix,Jul,186.3,Tire,25,136
Tire_01,Phoenix,Aug,191.11,Tire,26,136
Tire_01,Phoenix,Sep,199.92,Tire,26,136
Tire_01,Phoenix,Oct,194.22,Tire,27,136
Tire_01,Phoenix,Nov,195.11,Tire,24,136
Tire_01,Phoenix,Dec,189.72,Tire,26,136
Tire_02,Atlanta,Jan,208.87,Tire,19,152
Tire_02,Atlanta,Feb,220.41,Tire,20,152
Tire_02,Atlanta,Mar,206.52,Tire,24,152
Tire_02,Atlanta,Apr,226.41,Tire,21,152
Tire_02,Atlanta,May,228.39,Tire,26,152
Tire_02,Atlanta,Jun,204.98,Tire,24,152
Tire_02,Atlanta,Jul,229.78,Tire,25,152
Tire_02,Atlanta,Aug,215.38,Tire,27,152
Tire_02,Atlanta,Sep,206.89,Tire,23,152
Tire_02,Atlanta,Oct,205.56,Tire,23,152
Tire_02,Atlanta,Nov,223.42,Tire,21,152
Tire_02,Atlanta,Dec,229.12,Tire,20,152
Tire_02,Dallas,Jan,206.61,Tire,23,152
Tire_02,Dallas,Feb,200.97,Tire,23,152
Tire_02,Dallas,Mar,220.94,Tire,22,152
Tire_02,Dallas,Apr,229.18,Tire,21,152
Tire_02,Dallas,May,228.37,Tire,23,152
Tire_02,Dallas,Jun,225.37,Tire,22,152
Tire_02,Dallas,Jul,209.55,Tire,21,152
Tire_02,Dallas,Aug,203.58,Tire,25,152
Tire_02,Dallas,Sep,202.27,Tire,22,152
Tire_02,Dallas,Oct,221.77,Tire,24,152
Tire_02,Dallas,Nov,201.92,Tire,24,152
Tire_02,Dallas,Dec,223.75,Tire,17,152
Tire_02,Houston,Jan,209.54,Tire,22,152
Tire_02,Houston,Feb,218.49,Tire,21,152
Tire_02,Houston,Mar,206.96,Tire,23,152
Tire_02,Houston,Apr,223.99,Tire,21,152
Tire_02,Houston,May,229.99,Tire,22,152
Tire_02,Houston,Jun,212.05,Tire,21,152
Tire_02,Houston,Jul,214.39,Tire,24,152
Tire_02,Houston,Aug,229.57,Tire,21,152
Tire_02,Houston,Sep,223.08,Tire,18,152
Tire_02,Houston,Oct,222.15,Tire,17,152
Tire_02,Houston,Nov,207.14,Tire,21,152
Tire_02,Houston,Dec,208.6,Tire,19,152
Tire_02,Phoenix,Jan,226.55,Tire,18,152
Tire_02,Phoenix,Feb,222.77,Tire,17,152
Tire_02,Phoenix,Mar,220.9,Tire,20,152
Tire_02,Phoenix,Apr,206.71,Tire,21,152
Tire_02,Phoenix,May,206.69,Tire,26,152
Tire_02,Phoenix,Jun,217.41,Tire,23,152
Tire_02,Phoenix,Jul,202.7,Tire,22,152
Tire_02,Phoenix,Aug,203.85,Tire,23,152
Tire_02,Phoenix,Sep,226.7,Tire,20,152
Tire_02,Phoenix,Oct,216.53,Tire,22,152
Tire_02,Phoenix,Nov,202.57,Tire,18,152
Tire_02,Phoenix,Dec,207.77,Tire,18,152
